1.1536,1.4663,176.781
0.0105076,0.00400093,0.286269
0.00431637,0.00277654,0.366077
0.00281166,0.0017503,0.369604
0.00466719,0.0025416,0.0478558
0.00207107,0.00200655,0.252928
0.00274707,0.00190175,0.142099
0.00176923,0.000992499,0.116432
0.000872366,0.000602203,0.123389
0.00154687,0.000774654,0.00951367
0.000629582,0.000392031,0.0827775
0.000865239,0.000423456,0.0392181
0.000728032,0.00113168,0.0362645
0.000241871,0.000117304,0.0427778
0.000525921,0.000256945,0.00326318
0.000194256,0.000175442,0.0285994
0.000282671,0.000179704,0.0132611
0.000220825,0.000123422,0.0123154
0.000177184,0.000337981,0.024373
0.000162358,8.88801e-05,0.000999239
6.16041e-05,6.52034e-05,0.00963412
0.000100019,4.69713e-05,0.00462711
7.52726e-05,3.24023e-05,0.00433118
2.83992e-05,1.90613e-05,0.00543647
6.24352e-05,3.06774e-05,0.000378629
2.75064e-05,8.63353e-06,0.00338072
3.52732e-05,1.92615e-05,0.00183978
2.50657e-05,1.6358e-05,0.00158853
9.6719e-06,5.75408e-06,0.00165622
2.09425e-05,1.04723e-05,0.00014559
7.03945e-06,7.90175e-06,0.00111845
1.15188e-05,5.67725e-06,0.000509621
8.90227e-06,6.38739e-06,0.001005
3.21176e-06,1.92886e-06,0.000561985
7.09747e-06,3.51497e-06,5.67027e-05
2.24273e-06,2.04183e-06,0.000431706
4.20502e-06,2.60534e-06,0.000181786
4.63572e-06,6.82227e-06,0.000654758
1.46427e-06,7.66828e-07,0.000190144
2.42716e-06,1.0834e-06,2.66796e-05
1.17916e-06,5.88064e-07,0.000131741
1.4409e-06,7.45465e-07,5.96131e-05
8.75391e-07,4.02189e-07,6.63036e-05
6.44452e-07,3.23827e-07,6.32444e-05
8.31676e-07,3.80749e-07,9.92863e-06
2.6383e-07,2.48585e-07,4.51209e-05
4.72044e-07,2.37768e-07,1.80613e-05
3.00109e-07,1.79717e-07,2.1435e-05
1.69943e-07,1.57169e-07,2.86453e-05
2.70528e-07,1.32672e-07,4.78273e-06
7.84509e-08,2.91341e-08,1.73336e-05
1.6346e-07,9.0554e-08,5.98961e-06
9.86615e-08,6.57881e-08,8.17324e-06
5.11667e-08,5.19329e-08,7.24868e-06
9.62919e-08,5.48254e-08,1.30485e-06
2.56951e-08,1.26988e-08,6.04178e-06
5.61549e-08,2.75321e-08,1.98842e-06
3.74206e-08,3.4933e-08,2.54532e-06
1.78523e-08,1.02436e-08,2.46481e-06
3.14386e-08,1.41792e-08,5.28279e-07
1.00895e-08,6.50661e-09,1.77366e-06
1.96823e-08,9.73115e-09,6.81145e-07
1.21377e-08,8.71029e-09,8.66901e-07
6.99059e-09,4.12308e-09,8.31133e-07
1.07311e-08,5.06087e-09,1.72284e-07
1.82825e-09,2.91662e-09,6.90219e-07
6.40622e-09,3.30718e-09,2.1734e-07
3.77634e-09,2.1346e-09,3.67766e-07
2.35923e-09,3.85105e-09,2.76649e-07
3.7202e-09,1.75656e-09,6.07377e-08
1.36867e-09,9.69643e-10,2.32364e-07
2.26516e-09,1.03534e-09,7.23901e-08
1.38071e-09,7.16494e-10,1.02876e-07
8.52562e-10,5.53798e-10,9.66952e-08
1.24842e-09,6.5891e-10,2.22574e-08
5.69779e-10,1.77563e-10,6.98951e-08
7.91304e-10,3.66479e-10,2.41899e-08
4.04927e-10,2.50655e-10,4.13359e-08
2.67307e-10,1.84163e-10,3.16178e-08
4.22424e-10,2.01658e-10,8.38468e-09
