0.096199,0.13519,0.250748
0.00127767,0.00191608,0.00296697
0.000953548,0.0010501,0.0020824
0.000588195,0.000483753,0.00248431
0.000321318,0.000276365,0.00104977
0.000174362,0.000180561,0.000703201
0.000102651,0.00012725,0.000501766
7.30593e-05,9.30082e-05,0.000381212
5.65681e-05,7.19899e-05,0.000300035
4.47561e-05,5.69365e-05,0.000239751
3.57559e-05,4.62045e-05,0.000189955
2.87799e-05,3.85539e-05,0.000151723
2.37534e-05,3.20511e-05,0.000123467
2.01569e-05,2.69798e-05,0.000103677
1.77282e-05,2.30153e-05,9.03551e-05
1.56442e-05,1.96922e-05,7.83151e-05
1.40139e-05,1.66482e-05,6.74124e-05
1.3111e-05,1.37999e-05,5.61647e-05
1.19994e-05,1.14318e-05,4.56341e-05
1.07429e-05,9.3088e-06,4.07605e-05
9.34205e-06,7.77763e-06,3.74903e-05
7.92716e-06,6.81255e-06,3.2451e-05
6.6729e-06,5.91145e-06,2.69837e-05
5.66778e-06,4.98447e-06,2.18396e-05
4.87631e-06,4.11952e-06,1.87888e-05
4.21476e-06,3.34044e-06,1.67138e-05
3.60581e-06,2.70959e-06,1.4979e-05
3.00402e-06,2.2276e-06,1.3403e-05
2.46545e-06,1.87783e-06,1.13927e-05
1.99385e-06,1.57736e-06,9.68052e-06
1.64378e-06,1.3227e-06,8.03944e-06
1.38236e-06,1.09429e-06,6.83868e-06
1.18222e-06,8.99187e-07,6.03944e-06
1.01111e-06,8.02178e-07,5.37431e-06
8.55401e-07,7.1095e-07,4.69502e-06
7.14881e-07,6.23129e-07,4.12094e-06
5.93664e-07,5.43938e-07,3.66612e-06
5.01108e-07,4.62527e-07,3.08259e-06
4.28969e-07,4.01957e-07,2.67407e-06
3.70702e-07,3.59598e-07,2.46111e-06
3.2217e-07,3.21234e-07,2.2132e-06
2.79678e-07,2.87182e-07,1.95583e-06
2.435e-07,2.57769e-07,1.73858e-06
2.07735e-07,2.31453e-07,1.6053e-06
1.84711e-07,2.07998e-07,1.50707e-06
1.5845e-07,1.8497e-07,1.29538e-06
1.40723e-07,1.66938e-07,1.18025e-06
1.27844e-07,1.51112e-07,1.06732e-06
1.17018e-07,1.37256e-07,9.59566e-07
1.09052e-07,1.27961e-07,9.28886e-07
1.00819e-07,1.17159e-07,8.57638e-07
9.20218e-08,1.05593e-07,7.6509e-07
8.58558e-08,9.73093e-08,7.251e-07
7.96379e-08,8.86843e-08,6.89517e-07
7.40692e-08,8.12967e-08,6.53779e-07
7.01771e-08,7.6313e-08,6.16977e-07
6.59257e-08,7.07297e-08,5.85116e-07
6.22103e-08,6.59825e-08,5.5251e-07
5.81474e-08,6.09286e-08,5.23057e-07
5.4678e-08,5.77176e-08,4.93244e-07
5.11098e-08,5.49212e-08,4.65766e-07
4.86215e-08,5.16387e-08,4.39514e-07
4.60343e-08,4.8796e-08,4.13061e-07
4.2857e-08,4.63598e-08,3.90183e-07
4.08051e-08,4.35071e-08,3.66955e-07
3.87734e-08,4.07965e-08,3.44782e-07
3.66568e-08,3.83855e-08,3.24832e-07
3.40447e-08,3.64974e-08,3.05962e-07
3.16702e-08,3.45891e-08,2.88883e-07
3.07527e-08,3.19975e-08,2.70283e-07
2.85111e-08,3.02722e-08,2.54207e-07
2.65713e-08,2.86396e-08,2.39207e-07
2.49683e-08,2.70217e-08,2.25523e-07
2.32586e-08,2.56579e-08,2.14016e-07
2.25653e-08,2.34734e-08,1.9673e-07
2.09811e-08,2.2374e-08,1.87118e-07
1.95566e-08,2.10585e-08,1.76117e-07
1.85127e-08,1.97646e-08,1.65289e-07
1.7454e-08,1.85645e-08,1.55394e-07
1.62309e-08,1.75583e-08,1.4624e-07
1.5468e-08,1.63887e-08,1.37338e-07
1.43402e-08,1.55737e-08,1.29642e-07
1.34901e-08,1.46148e-08,1.21668e-07
1.26498e-08,1.37433e-08,1.1427e-07
1.20074e-08,1.28233e-08,1.07204e-07
1.11944e-08,1.21226e-08,1.00793e-07
1.05593e-08,1.13763e-08,9.4779e-08
9.86872e-09,1.07211e-08,8.89858e-08
9.12998e-09,1.02053e-08,8.39989e-08
8.7613e-09,9.45927e-09,7.88329e-08
